analysis_completed,classification,downloadable,file_type,first_seen,image,inquest_alerts,inquest_ml_score,last_inquest_featext,len_code,len_context,len_metadata,len_ocr,mime_type,num_iocs,sha256,size,subcategory,subcategory_url,vt_positives,vt_weight
True,MALICIOUS,True,XLS,2022-04-13T15:30:21,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:33:27,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,7b8031a068e95af0fb95e1bd9b8df6a3ea9605b4342e7d7ded32821aa9d10ba5,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:21,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:55,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,3fd90ec4a1c918f300d0f8773de501bc464de3b224030668ebda49718477ce17,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:20,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:33:26,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,c6fbf9ad20188faca7911da149f54537503868a8cf2bde4f62a7da91e2468da6,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:20,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:33:57,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,a29687b1ff6eeac33c949e6e2a690daa47c852cc4b5b3e0534196869eed415fa,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:20,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:33:51,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,0ca4ae7c571e8df96812d9537b1b9d7ec0e6d09280a45634f233aaf42bf59126,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:19,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:33:53,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,dbb630cf0013be4cfd9827f60bc39087c7dbd0e7ccef52139e07a8a3465b01cb,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:19,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:33:38,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,88fbb2600068ed38314256cac3b000edbef85d4bf9a744ad262050a831a1628d,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,4.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:18,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:33:35,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,c4e9ef500ce249485851363fbf338a363d6435c184b49da3d5e512351ca1a237,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:18,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:20,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,be1a91c251fb69ea534034d903652f54610bb00aac435a647b697f8d64cc92dd,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:18,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:29,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,ba4ecb718dfd27f570571fa6e4ac8e8d4b51df5025ddd6c9c36a8f6269acaf70,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,4.0,0.0
True,SUSPICIOUS,False,XLS,2022-04-13T15:30:18,False,"[{'category': 'evasive', 'description': 'Detected a macro with strings indicative of potential anti-analysis tactics.', 'reference': None, 'title': 'Analysis Evasion Strings'}, {'category': 'info', 'description': 'Document contains an externally hosted relationship, which fetches further content.', 'reference': None, 'title': 'External Relationship Element'}, {'category': 'info', 'description': 'A URL was detected referencing a direct IP address, as opposed to a domain name.', 'reference': None, 'title': 'IPv4 Dotted Quad URL'}, {'category': 'info', 'description': 'Detected macro logic that can read data from the file system.', 'reference': None, 'title': 'Macro with File System Read'}, {'category': 'info', 'description': 'Detected macro logic that can write data to the file system.', 'reference': None, 'title': 'Macro with File System Write'}, {'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected macro logic that will load additional functionality from Dynamically Linked Libraries (DLLs). While not explicitly malicious, this is a common tactic for accessing APIs that are not otherwised exposed via Visual Basic for Applications (VBA).', 'reference': None, 'title': 'Macro with DLL Reference'}, {'category': 'suspicious', 'description': 'Detected the instantiation of Shell Application object within the macro.', 'reference': None, 'title': 'Shell.Application Object'}]",0.0,2022-04-13T15:43:02,4512233,0,48245,1983,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,0d39725428754fa154ed2d87042ad6e145e5a992b1f106e017768f462af42e18,7424418,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:17,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:57,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,a9d4195ab55ac14022e0a99f136a5da7a6ac70b2b04c65deca7d33dd02f50639,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:17,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:56,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,67ccf72f2042990960963de1e9d7cd8bb68dbdd94e39e4ddc171f935175c0733,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:17,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:46,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,4b5e72cf0abf460499481d6d1d87ab1086aa3a2de1e7b21d29977934cd82cb2c,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,4.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:16,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:02,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,b0af12be3b20ca8759c5890d6deb45e77648a508a498ac824d3d0120c46ded79,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:16,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:57,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,7fbe00d7c43bd8d8273227515efdd0057434aeac44958cadf1a4248a45c0499f,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,4.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:15,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:32,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,7c5509f4a5fecd8b219cbf82486ac030821c297bea3dfc90a4a0b2c7ba8a1a0a,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:15,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:13,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,28026aadd8a4b605363974a1c37328507df1c4172d3984ca8b9e2d8e0f71f1c0,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,SUSPICIOUS,False,OLE,2022-04-13T15:30:15,False,"[{'category': 'evasive', 'description': 'Detected a macro with strings indicative of potential anti-analysis tactics.', 'reference': None, 'title': 'Analysis Evasion Strings'}, {'category': 'info', 'description': 'A URL was detected referencing a direct IP address, as opposed to a domain name.', 'reference': None, 'title': 'IPv4 Dotted Quad URL'}, {'category': 'info', 'description': 'Detected macro logic that can read data from the file system.', 'reference': None, 'title': 'Macro with File System Read'}, {'category': 'info', 'description': 'Detected macro logic that can write data to the file system.', 'reference': None, 'title': 'Macro with File System Write'}, {'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected macro logic that will load additional functionality from Dynamically Linked Libraries (DLLs). While not explicitly malicious, this is a common tactic for accessing APIs that are not otherwised exposed via Visual Basic for Applications (VBA).', 'reference': None, 'title': 'Macro with DLL Reference'}, {'category': 'suspicious', 'description': 'Detected the instantiation of Shell Application object within the macro.', 'reference': None, 'title': 'Shell.Application Object'}]",0.0,2022-04-13T15:36:55,4508584,0,604,0,application/cdfv2,209,d6ad179763b2100989378ad062d95324bfe46c80648851bd8072ad3cc28d853f,8763392,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:14,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:54,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,6827d8c43f3188229511db29b755f06bb7ede688bca853ad5c611ec32980ea12,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,4.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:14,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:33,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,3889c820cd16b11aa310fde397db5d1b0a9386ec876b4345e6e0f4b42b228352,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:13,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:43,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,dd27ee6771751a8b37b3c6ab21bc4975811738c1b6331cd381ce5c3d558dcd6a,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:13,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:31:36,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,2a28077dcdbd04ed116a8835f4eb929e60edd038b37907bacaa09cb9657f0745,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,4.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:12,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:10,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,ed5e515fa6277f84ae27e629cfd5239e3d88a22e0a590a89e256d198359a4b65,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:12,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:21,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,c2f3de865626f1af90ebbd3d84f7592edb037a751f0fb047f1ef3de01953af0a,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:11,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:51,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,ebd86661d83179e9b7878461523de327dc95b9c577ed6db3a8b27134eb6b2d94,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:11,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:10,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,e8d9ed1afa3750c54535c1ca57abca25bea26953176b0c182adbae266938c3e4,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:10,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:31:26,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,8b2e507017bbc9db9db49a12612f8b39fd08ecfd57703aebb1b2764551c9184c,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,4.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:10,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:31:18,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,613a708b9c02680824fff6a3723e5870133e357b1008355dd4f11a6c5e290618,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,4.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:09,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:29,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,641e57faef6e46f6aa877b7cdff85b8f92ee32427679d718454da4e5ea0582b6,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,4.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:08,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:32:22,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,55,c7772f8c35b7c2a705233998c8b1fc40bdffa64816e2400e4fd9b17d7241ba7f,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,5.0,0.0
True,MALICIOUS,True,XLS,2022-04-13T15:30:08,False,"[{'category': 'info', 'description': 'Detected macro logic that will automatically execute on document open. Most malware contains some execution hook.', 'reference': None, 'title': 'Macro with Startup Hook'}, {'category': 'suspicious', 'description': 'Detected an ANSI or UNICODE http:// or https:// base64 encoded URL prefix.', 'reference': None, 'title': 'Base64 Encoded URL'}, {'category': 'malicious', 'description': 'Detected a document that appears to social engineer the user into activating embedded logic.', 'reference': None, 'title': 'Macro Execution Coercion'}]",,2022-04-13T15:31:58,0,0,20,550,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0,c29fdf98561c1cb2e2c3adb6b41665252a2959ed30c2c09cad0af04cfcc8e533,248447,maldoc_hunter,https://github.com/InQuest/yara-rules/blob/master/labs.inquest.net/maldoc_hunter.rule,4.0,0.0
